merchant_id,country,mcc_desc,merchant_cohort,cross_border_enabled,staff_readiness,footfall_index,txns_per_week,failure_rate,acquirer_partner_id
MER_daa5447fe8,IN-NP,Grocery/Retail,M-1,True,0.832,0.126,22,0.139,ACQ06
MER_5ca4b81c14,IN-QA,Museum/Attraction,M-1,True,0.928,0.744,5,0.022,ACQ01
MER_4d943a66e0,IN-KH,Hotels,M-1,True,0.729,0.725,0,0.304,ACQ02
MER_3a05dcc320,IN-AE,Hotels,M-4,True,0.966,0.969,24,0.02,ACQ03
MER_1fa9411fa5,IN-MU,Hotels,M-3,False,0.99,0.513,0,0.154,ACQ01
MER_c8b83fc32a,IN-BT,Hotels,M-3,False,0.759,0.453,0,0.26,ACQ05
MER_f0ce92ea3a,IN-LK,Hotels,M-2,True,0.653,0.328,7,0.397,ACQ02
MER_649bbf7820,IN-NP,Grocery/Retail,M-3,False,0.581,0.225,0,0.463,ACQ06
MER_1f4be83bd7,IN-KH,Hotels,M-4,True,0.99,0.552,10,0.032,ACQ03
MER_666dfee5a3,IN-FR,Misc Retail,M-2,True,0.443,0.172,25,0.525,ACQ01
MER_913a2a1f33,IN-AE,Hotels,M-1,True,0.735,0.965,0,0.243,ACQ06
MER_5eaa489035,IN-SG,Hotels,M-2,True,0.669,0.642,14,0.344,ACQ06
MER_0d201eb0e3,IN-LK,Hotels,M-3,False,0.607,0.142,0,0.359,ACQ02
MER_87ab08a970,IN-BT,Misc Retail,M-3,False,0.932,0.947,0,0.024,ACQ03
MER_731bab476f,IN-LK,Gift/Souvenir,M-4,True,0.99,0.482,14,0.02,ACQ06
MER_d3f455b4e1,IN-BT,Grocery/Retail,M-2,True,0.718,0.749,16,0.279,ACQ01
MER_f1a913e7ce,IN-SG,Restaurants,M-4,True,0.887,0.369,7,0.077,ACQ04
MER_7d2bfb612d,IN,Hotels,M-3,False,0.566,0.622,0,0.465,ACQ04
MER_4da0496735,IN-QA,Hotels,M-1,True,0.849,0.937,1,0.11,ACQ03
MER_f7042f2e46,IN-MU,Transit,M-3,False,0.698,0.953,0,0.37,ACQ05
MER_f205ff5e12,IN-QA,Hotels,M-3,False,0.414,0.14,0,0.587,ACQ04
MER_a6e457adc8,IN,Dept Store,M-2,True,0.596,0.515,6,0.377,ACQ04
MER_06605af79d,IN-SG,Misc Retail,M-2,True,0.736,0.194,20,0.278,ACQ01
MER_82b5c2a3d7,IN-QA,Hotels,M-2,True,0.59,0.808,23,0.377,ACQ04
MER_6df308f973,IN-BT,Hotels,M-2,True,0.797,0.98,2,0.244,ACQ04
MER_5ebae5f02a,IN-KH,Hotels,M-2,True,0.521,0.181,21,0.473,ACQ02
MER_29ca796091,IN-KH,Hotels,M-3,False,0.691,0.68,0,0.296,ACQ04
MER_29f7ac71b4,IN-BT,Misc Retail,M-3,False,0.871,0.388,0,0.113,ACQ04
MER_e65d7bfcaa,IN-LK,Hotels,M-3,False,0.699,0.982,0,0.282,ACQ06
MER_3523cade10,IN-SG,Gift/Souvenir,M-2,True,0.693,0.502,18,0.281,ACQ02
MER_882189c7c9,IN-KH,Hotels,M-2,True,0.47,0.803,10,0.52,ACQ02
MER_d7118ad2d9,IN-LK,Hotels,M-1,True,0.884,0.315,0,0.14,ACQ04
MER_0d07752704,IN-QA,Museum/Attraction,M-3,False,0.649,0.254,0,0.35,ACQ05
MER_eafa2e483d,IN-LK,Hotels,M-3,False,0.987,0.273,0,0.062,ACQ06
MER_38f08ba2d4,IN-NP,Grocery/Retail,M-1,True,0.584,0.52,0,0.341,ACQ01
MER_6ca653f38b,IN-QA,Grocery/Retail,M-2,True,0.518,0.545,19,0.455,ACQ04
MER_b50f64c21c,IN-MU,Transport/Taxi,M-1,True,0.808,0.732,0,0.118,ACQ03
MER_453dc18287,IN-QA,Hotels,M-1,True,0.516,0.646,0,0.478,ACQ03
MER_2cb0ba09a2,IN-BT,Hotels,M-2,True,0.814,0.935,31,0.23,ACQ03
MER_beb5562a62,IN-NP,Hotels,M-2,True,0.712,0.143,27,0.356,ACQ01
MER_62b1e100ff,IN,Hotels,M-2,True,0.661,0.976,15,0.369,ACQ03
MER_e233f86666,IN-SG,Gift/Souvenir,M-1,True,0.99,0.451,0,0.02,ACQ05
MER_4b157e1e14,IN-KH,Hotels,M-2,True,0.594,0.885,22,0.372,ACQ05
MER_5ba15024bb,IN-BT,Hotels,M-3,False,0.757,0.96,0,0.319,ACQ04
MER_6488e0e122,IN-AE,Restaurants,M-1,True,0.808,0.351,1,0.175,ACQ04
MER_7920fe42e6,IN-KH,Dept Store,M-1,True,0.608,0.157,0,0.378,ACQ02
MER_e548d53111,IN-KH,Hotels,M-2,True,0.541,0.238,21,0.437,ACQ02
MER_971cd7d82b,IN-AE,Hotels,M-3,False,0.601,0.162,0,0.296,ACQ03
MER_e3055b3568,IN-QA,Misc Retail,M-2,True,0.749,0.353,15,0.265,ACQ01
MER_96d772cac6,IN-NP,Grocery/Retail,M-1,True,0.957,0.893,1,0.089,ACQ04
MER_60aa3fd481,IN-NP,Dept Store,M-2,True,0.548,0.864,19,0.359,ACQ04
MER_b5d4259f39,IN-FR,Hotels,M-4,True,0.905,0.34,8,0.091,ACQ05
MER_5dce5452cb,IN,Hotels,M-2,True,0.611,0.597,1,0.381,ACQ04
MER_c1891397be,IN-KH,Hotels,M-4,True,0.99,0.368,10,0.02,ACQ03
MER_47226574a4,IN-KH,Hotels,M-2,True,0.607,0.359,7,0.386,ACQ06
MER_c03890e60b,IN,Hotels,M-2,True,0.69,0.902,4,0.348,ACQ04
MER_a728f7133f,IN-BT,Grocery/Retail,M-2,True,0.726,0.562,30,0.3,ACQ01
MER_7f0a410694,IN,Museum/Attraction,M-3,False,0.87,0.463,0,0.099,ACQ04
MER_d5f1d4e59a,IN-MU,Misc Retail,M-2,True,0.424,0.704,4,0.533,ACQ03
MER_809fc14a73,IN-LK,Hotels,M-1,True,0.749,0.825,0,0.225,ACQ06
MER_c9ac5e4048,IN-FR,Misc Retail,M-2,True,0.533,0.562,27,0.443,ACQ05
MER_1608242f81,IN-MU,Hotels,M-2,True,0.721,0.884,10,0.286,ACQ04
MER_33f2ce9e61,IN-MU,Hotels,M-2,True,0.498,0.952,9,0.386,ACQ06
MER_7384d9abe5,IN-QA,Hotels,M-2,True,0.701,0.234,32,0.254,ACQ02
MER_304d71f6e6,IN-SG,Restaurants,M-2,True,0.64,0.758,4,0.43,ACQ06
MER_459bd01212,IN-BT,Transport/Taxi,M-2,True,0.601,0.306,16,0.425,ACQ01
MER_94eec6986f,IN-FR,Grocery/Retail,M-2,True,0.676,0.671,24,0.281,ACQ02
MER_d03604141a,IN-KH,Hotels,M-1,True,0.855,0.328,25,0.139,ACQ02
MER_611ff81532,IN-NP,Hotels,M-2,True,0.747,0.393,8,0.253,ACQ02
MER_32386ff412,IN-SG,Hotels,M-3,False,0.631,0.341,0,0.408,ACQ04
MER_3ab4cff411,IN-FR,Transport/Taxi,M-3,False,0.682,0.247,0,0.33,ACQ04
MER_c9bc7f2c85,IN-LK,Hotels,M-2,True,0.65,0.918,9,0.467,ACQ01
MER_9ded0dd445,IN-AE,Hotels,M-3,False,0.757,0.352,0,0.291,ACQ04
MER_6ee693deea,IN-QA,Grocery/Retail,M-1,True,0.813,0.271,0,0.238,ACQ06
MER_3d6b4f17ad,IN-SG,Grocery/Retail,M-1,True,0.888,0.243,10,0.123,ACQ05
MER_2a245f9ed1,IN-NP,Museum/Attraction,M-2,True,0.751,0.757,18,0.231,ACQ01
MER_de5606219c,IN-QA,Hotels,M-4,True,0.99,0.838,22,0.02,ACQ02
MER_cbcd69da39,IN-LK,Hotels,M-3,False,0.892,0.723,0,0.098,ACQ01
MER_e935db9dda,IN-KH,Hotels,M-2,True,0.779,0.979,28,0.21,ACQ03
MER_2f6a864a87,IN-SG,Hotels,M-1,True,0.93,0.13,0,0.093,ACQ02
MER_149ac19cfb,IN-QA,Hotels,M-1,True,0.859,0.222,14,0.124,ACQ05
MER_df385982ea,IN-MU,Grocery/Retail,M-2,True,0.747,0.226,18,0.231,ACQ02
MER_4fe446111d,IN-BT,Hotels,M-2,True,0.58,0.249,7,0.418,ACQ01
MER_c7e41b84e9,IN-AE,Hotels,M-2,True,0.65,0.998,17,0.34,ACQ01
MER_17114c0a5d,IN-NP,Hotels,M-3,False,0.875,0.45,0,0.074,ACQ03
MER_1b632939df,IN-AE,Hotels,M-3,False,0.684,0.935,0,0.278,ACQ04
MER_11ced41e1e,IN-KH,Hotels,M-3,False,0.811,0.371,0,0.143,ACQ05
MER_e5fe96e211,IN-KH,Hotels,M-3,False,0.38,0.681,0,0.6,ACQ03
MER_f08f4af9dc,IN,Hotels,M-2,True,0.841,0.862,33,0.205,ACQ03
MER_22e88c6239,IN-LK,Grocery/Retail,M-2,True,0.779,0.345,5,0.219,ACQ02
MER_27ede19baa,IN-AE,Hotels,M-2,True,0.66,0.903,14,0.322,ACQ04
MER_e5e5000d30,IN-MU,Museum/Attraction,M-1,True,0.808,0.397,17,0.16,ACQ03
MER_d0544e5fd0,IN-LK,Hotels,M-2,True,0.519,0.362,17,0.446,ACQ05
MER_75fd9b7410,IN-BT,Hotels,M-3,False,0.367,0.686,0,0.591,ACQ04
MER_c3e4642300,IN-FR,Hotels,M-2,True,0.503,0.881,29,0.502,ACQ05
MER_8d2a788a54,IN-QA,Hotels,M-3,False,0.721,0.847,0,0.253,ACQ03
MER_dac877f23d,IN-SG,Hotels,M-1,True,0.792,0.703,22,0.136,ACQ04
MER_377f29d7a6,IN-MU,Grocery/Retail,M-2,True,0.595,0.912,25,0.521,ACQ06
MER_106c46204a,IN-KH,Hotels,M-1,True,0.673,0.635,0,0.265,ACQ05
MER_ccb586c07f,IN-NP,Gift/Souvenir,M-2,True,0.696,0.926,6,0.352,ACQ05
MER_f30d9b7813,IN-KH,Hotels,M-2,True,0.717,0.342,3,0.226,ACQ02
MER_ec75d67c9b,IN-QA,Hotels,M-4,True,0.988,0.566,8,0.068,ACQ03
MER_99347c6e60,IN,Hotels,M-2,True,0.685,0.446,2,0.302,ACQ04
MER_aae500bf82,IN-QA,Hotels,M-2,True,0.502,0.953,11,0.455,ACQ01
MER_27d5f459e2,IN-NP,Hotels,M-1,True,0.618,0.299,0,0.358,ACQ06
MER_c3dd0f264e,IN-NP,Grocery/Retail,M-3,False,0.852,0.489,0,0.205,ACQ05
MER_0451e8bf0d,IN,Restaurants,M-2,True,0.57,0.657,25,0.386,ACQ05
MER_1e302d4445,IN-KH,Hotels,M-3,False,0.99,0.981,0,0.02,ACQ03
MER_28fa18a583,IN-KH,Hotels,M-1,True,0.88,0.634,25,0.135,ACQ03
MER_ae5a7e780d,IN-BT,Hotels,M-3,False,0.721,0.831,0,0.26,ACQ06
MER_e8cf54bb24,IN-KH,Hotels,M-2,True,0.445,0.966,22,0.534,ACQ06
MER_1a391cd1bf,IN,Transit,M-3,False,0.686,0.974,0,0.335,ACQ06
MER_9f8a981000,IN,Restaurants,M-1,True,0.613,0.398,0,0.364,ACQ04
MER_c65633c1f3,IN-BT,Hotels,M-2,True,0.623,0.341,14,0.362,ACQ04
MER_317498532d,IN-KH,Museum/Attraction,M-1,True,0.598,0.578,0,0.342,ACQ01
MER_f0db7d6128,IN-MU,Hotels,M-1,True,0.797,0.628,8,0.141,ACQ04
MER_44c49e657a,IN-MU,Hotels,M-1,True,0.99,0.297,3,0.062,ACQ03
MER_c4cff2f243,IN-LK,Hotels,M-3,False,0.69,0.429,0,0.28,ACQ06
MER_201604d898,IN-FR,Misc Retail,M-1,True,0.84,0.573,9,0.146,ACQ01
MER_14be6b9677,IN-LK,Grocery/Retail,M-2,True,0.522,0.58,7,0.57,ACQ01
MER_ddc560d5f2,IN-SG,Hotels,M-2,True,0.769,0.734,22,0.255,ACQ03
MER_9c762e6629,IN-SG,Hotels,M-2,True,0.564,0.615,20,0.444,ACQ06
MER_c4d31cd83b,IN-KH,Hotels,M-3,False,0.846,0.131,0,0.199,ACQ03
MER_b417787f3e,IN-AE,Grocery/Retail,M-2,True,0.65,0.421,33,0.347,ACQ06
MER_953b96668d,IN-MU,Misc Retail,M-3,False,0.62,0.161,0,0.452,ACQ04
MER_0a6e2d548e,IN-KH,Hotels,M-3,False,0.824,0.294,0,0.231,ACQ06
MER_12d7937e82,IN-FR,Grocery/Retail,M-1,True,0.697,0.973,0,0.309,ACQ01
MER_84a7966810,IN-SG,Hotels,M-3,False,0.603,0.818,0,0.427,ACQ01
MER_196fd490c8,IN-SG,Museum/Attraction,M-2,True,0.756,0.102,4,0.276,ACQ05
MER_89f5a74bbd,IN-KH,Hotels,M-3,False,0.713,0.432,0,0.351,ACQ02
MER_f6055056d3,IN-QA,Grocery/Retail,M-1,True,0.823,0.875,26,0.156,ACQ06
MER_8f038333ed,IN-FR,Grocery/Retail,M-3,False,0.651,0.804,0,0.368,ACQ01
MER_83db8808a5,IN-AE,Grocery/Retail,M-2,True,0.463,0.484,9,0.562,ACQ06
MER_2642f6cea4,IN-SG,Hotels,M-2,True,0.718,0.944,11,0.247,ACQ03
MER_737a5690e5,IN-MU,Museum/Attraction,M-3,False,0.733,0.877,0,0.296,ACQ04
MER_7d4ca77213,IN-FR,Hotels,M-2,True,0.515,0.498,9,0.475,ACQ01
MER_2718406d18,IN-AE,Gift/Souvenir,M-2,True,0.511,0.498,13,0.548,ACQ03
MER_68e9d10db5,IN-KH,Gift/Souvenir,M-3,False,0.677,0.429,0,0.346,ACQ02
MER_9e9b823197,IN-KH,Hotels,M-2,True,0.805,0.248,5,0.206,ACQ02
MER_4e751316ad,IN-LK,Hotels,M-2,True,0.642,0.587,33,0.508,ACQ04
MER_853e192048,IN-LK,Hotels,M-1,True,0.892,0.223,0,0.087,ACQ02
MER_2c9cdf1ce4,IN-AE,Hotels,M-2,True,0.6,0.755,10,0.487,ACQ04
MER_e221386dbc,IN-KH,Grocery/Retail,M-4,True,0.986,0.269,12,0.02,ACQ05
MER_6542f44960,IN,Hotels,M-3,False,0.926,0.909,0,0.028,ACQ01
MER_f7a6a83ad6,IN-QA,Hotels,M-2,True,0.566,0.125,18,0.508,ACQ02
MER_02e3aedab7,IN-KH,Hotels,M-2,True,0.808,0.894,9,0.246,ACQ01
MER_39864d6b2a,IN-LK,Dept Store,M-2,True,0.706,0.872,2,0.266,ACQ02
MER_264472307f,IN-AE,Grocery/Retail,M-1,True,0.815,0.26,24,0.145,ACQ02
MER_afadffd3c1,IN-NP,Hotels,M-2,True,0.612,0.652,4,0.413,ACQ02
MER_2cb717435c,IN-LK,Hotels,M-3,False,0.573,0.927,0,0.378,ACQ05
MER_23c8818777,IN-MU,Hotels,M-1,True,0.807,0.332,0,0.228,ACQ01
MER_f8c9f07ad3,IN-QA,Hotels,M-2,True,0.736,0.917,26,0.265,ACQ06
MER_6b2a9add9a,IN-BT,Hotels,M-2,True,0.706,0.739,9,0.309,ACQ05
MER_3e1ed15df2,IN-KH,Hotels,M-2,True,0.816,0.929,10,0.237,ACQ04
MER_f6237262b2,IN-MU,Gift/Souvenir,M-2,True,0.614,0.517,26,0.381,ACQ01
MER_c405adcc74,IN,Hotels,M-2,True,0.452,0.682,8,0.498,ACQ02
MER_d8b462a5ab,IN-MU,Grocery/Retail,M-2,True,0.735,0.858,21,0.224,ACQ06
MER_b7e4541272,IN-NP,Hotels,M-1,True,0.693,0.905,0,0.255,ACQ02
MER_1ef05112ba,IN-FR,Dept Store,M-3,False,0.761,0.88,0,0.209,ACQ04
MER_445ab997e1,IN-QA,Hotels,M-2,True,0.626,0.853,6,0.366,ACQ05
MER_cbb96a10a3,IN-MU,Museum/Attraction,M-3,False,0.819,0.785,0,0.214,ACQ03
MER_b98ab0de85,IN-MU,Hotels,M-3,False,0.637,0.465,0,0.338,ACQ05
MER_f4d5d723c8,IN,Hotels,M-2,True,0.508,0.492,15,0.471,ACQ03
MER_22be6f74c6,IN-LK,Hotels,M-1,True,0.99,0.872,5,0.03,ACQ03
MER_c7738e38ac,IN-MU,Dept Store,M-4,True,0.926,0.507,9,0.02,ACQ04
MER_485372dd93,IN-SG,Hotels,M-2,True,0.699,0.684,30,0.311,ACQ01
MER_57522fa688,IN-FR,Grocery/Retail,M-4,True,0.902,0.339,27,0.089,ACQ03
MER_444cc20afb,IN-NP,Museum/Attraction,M-1,True,0.766,0.478,20,0.127,ACQ04
MER_679bb883c9,IN,Grocery/Retail,M-3,False,0.482,0.118,0,0.453,ACQ04
MER_a35c95aa09,IN-NP,Misc Retail,M-2,True,0.526,0.274,22,0.495,ACQ03
MER_38b0c24974,IN-QA,Museum/Attraction,M-4,True,0.99,0.763,17,0.064,ACQ05
MER_f6665f477d,IN-MU,Transit,M-2,True,0.404,0.292,2,0.591,ACQ03
MER_7b16216687,IN-QA,Hotels,M-2,True,0.659,0.234,6,0.313,ACQ04
MER_d1f230fd3c,IN-FR,Hotels,M-3,False,0.868,0.413,0,0.154,ACQ01
MER_eb7af60a65,IN-BT,Gift/Souvenir,M-4,True,0.97,0.305,8,0.02,ACQ05
MER_ac7b5e0c8c,IN-KH,Transport/Taxi,M-2,True,0.76,0.78,21,0.244,ACQ04
MER_cc3f24a7ed,IN-MU,Hotels,M-2,True,0.783,0.146,18,0.213,ACQ02
MER_16d5f0a044,IN-KH,Hotels,M-2,True,0.466,0.504,19,0.527,ACQ04
MER_e47e5e55e9,IN,Hotels,M-2,True,0.711,0.861,19,0.318,ACQ05
MER_f8694668c5,IN-NP,Restaurants,M-1,True,0.808,0.409,27,0.17,ACQ04
MER_b8766b6558,IN-BT,Museum/Attraction,M-3,False,0.839,0.684,0,0.286,ACQ01
MER_c87575614f,IN-LK,Hotels,M-2,True,0.776,0.758,23,0.248,ACQ03
MER_1b7a0ba2e7,IN-SG,Hotels,M-3,False,0.653,0.39,0,0.408,ACQ05
MER_76bb33d1b1,IN,Hotels,M-3,False,0.815,0.846,0,0.213,ACQ02
MER_ba10fc38f7,IN-FR,Hotels,M-2,True,0.736,0.994,21,0.271,ACQ03
MER_926d964ae4,IN-NP,Transit,M-1,True,0.756,0.837,27,0.147,ACQ03
MER_70f4c8c148,IN-LK,Hotels,M-1,True,0.99,0.916,0,0.161,ACQ06
MER_2ffcf7f56d,IN-LK,Museum/Attraction,M-3,False,0.919,0.429,0,0.059,ACQ06
MER_fd2b913b55,IN-NP,Transport/Taxi,M-2,True,0.573,0.524,20,0.484,ACQ05
MER_f31063548a,IN-SG,Gift/Souvenir,M-1,True,0.855,0.114,3,0.052,ACQ06
MER_979aa62e05,IN-FR,Hotels,M-2,True,0.71,0.622,15,0.324,ACQ03
MER_36c1d4f363,IN-KH,Museum/Attraction,M-2,True,0.678,0.317,1,0.27,ACQ04
MER_fb92c4ca10,IN-AE,Transport/Taxi,M-2,True,0.619,0.587,30,0.305,ACQ06
MER_8165c4277c,IN-QA,Restaurants,M-2,True,0.686,0.57,33,0.332,ACQ04
MER_139c0d1143,IN-QA,Museum/Attraction,M-3,False,0.684,0.21,0,0.206,ACQ06
MER_1bfca5c86b,IN-SG,Hotels,M-2,True,0.513,0.234,15,0.456,ACQ05
MER_bf49cd64c5,IN-NP,Hotels,M-2,True,0.671,0.55,17,0.391,ACQ02
MER_d3592ae07c,IN-QA,Gift/Souvenir,M-3,False,0.643,0.991,0,0.39,ACQ05
MER_3318785cf7,IN-SG,Gift/Souvenir,M-2,True,0.742,0.765,11,0.217,ACQ02
MER_8590749f1c,IN-FR,Hotels,M-3,False,0.9,0.792,0,0.121,ACQ06
MER_d0980d0336,IN-MU,Hotels,M-1,True,0.647,0.529,0,0.259,ACQ04
MER_c6525d4200,IN-BT,Restaurants,M-2,True,0.502,0.975,14,0.485,ACQ05
MER_804c3b3726,IN-LK,Hotels,M-1,True,0.824,0.376,16,0.197,ACQ01
MER_ac8f9f78a3,IN-QA,Hotels,M-3,False,0.465,0.439,0,0.416,ACQ02
MER_d837648c39,IN-BT,Grocery/Retail,M-2,True,0.808,0.266,11,0.206,ACQ05
MER_5ce0fe22e1,IN-FR,Hotels,M-1,True,0.849,0.763,39,0.179,ACQ06
MER_65250b4692,IN-BT,Dept Store,M-3,False,0.505,0.354,0,0.402,ACQ06
MER_4b40b024c2,IN-SG,Grocery/Retail,M-3,False,0.85,0.958,0,0.125,ACQ06
MER_32c49e4724,IN-MU,Hotels,M-3,False,0.721,0.487,0,0.245,ACQ06
MER_86480ffb42,IN-FR,Hotels,M-3,False,0.74,0.433,0,0.234,ACQ06
MER_4a23b97705,IN-QA,Grocery/Retail,M-2,True,0.673,0.339,21,0.348,ACQ03
MER_853fdfd7e3,IN-NP,Restaurants,M-2,True,0.562,0.341,16,0.362,ACQ06
MER_85f07fe488,IN-AE,Gift/Souvenir,M-2,True,0.73,0.158,6,0.225,ACQ05
MER_ff0f9677f3,IN-BT,Gift/Souvenir,M-4,True,0.99,0.512,21,0.02,ACQ04
MER_faabf62519,IN-SG,Hotels,M-2,True,0.785,0.707,2,0.246,ACQ03
MER_93010a37c1,IN-KH,Hotels,M-3,False,0.632,0.605,0,0.273,ACQ01
MER_870c317963,IN,Gift/Souvenir,M-2,True,0.807,0.572,11,0.224,ACQ02
MER_4c4de98f68,IN-KH,Hotels,M-2,True,0.654,0.465,1,0.222,ACQ04
MER_353c8c584d,IN-BT,Dept Store,M-1,True,0.818,0.271,28,0.124,ACQ03
MER_10ef8c2030,IN-AE,Hotels,M-2,True,0.775,0.431,25,0.241,ACQ02
MER_37178a536e,IN-FR,Transit,M-2,True,0.546,0.307,24,0.417,ACQ03
MER_1ead3afd62,IN-KH,Hotels,M-1,True,0.918,0.997,4,0.024,ACQ05
MER_9153b6ab7a,IN-KH,Hotels,M-3,False,0.526,0.514,0,0.474,ACQ04
MER_8ec2a89cdb,IN-SG,Hotels,M-1,True,0.81,0.765,0,0.221,ACQ03
MER_12b1203ae0,IN-BT,Gift/Souvenir,M-2,True,0.745,0.655,27,0.339,ACQ06
MER_b33ba87b5a,IN-QA,Hotels,M-2,True,0.553,0.141,19,0.36,ACQ04
MER_07b0dcc941,IN-KH,Dept Store,M-2,True,0.696,0.727,30,0.251,ACQ06
MER_d06256a027,IN,Hotels,M-2,True,0.732,0.698,7,0.209,ACQ06
MER_b414355ba0,IN-QA,Hotels,M-3,False,0.58,0.436,0,0.494,ACQ03
MER_9c733d76a4,IN,Restaurants,M-2,True,0.574,0.397,2,0.363,ACQ06
MER_bed6c21eb3,IN-BT,Hotels,M-3,False,0.906,0.821,0,0.045,ACQ03
MER_e93fecbd65,IN-QA,Hotels,M-2,True,0.612,0.752,24,0.375,ACQ03
MER_5c699331a9,IN-BT,Transport/Taxi,M-3,False,0.46,0.596,0,0.556,ACQ02
MER_da95e0e8db,IN-NP,Gift/Souvenir,M-3,False,0.574,0.627,0,0.376,ACQ01
MER_71d97f295a,IN-LK,Museum/Attraction,M-2,True,0.6,0.88,3,0.336,ACQ06
MER_3b8864a052,IN-QA,Hotels,M-2,True,0.833,0.638,21,0.205,ACQ04
MER_2ab7084046,IN-AE,Hotels,M-3,False,0.798,0.596,0,0.177,ACQ06
MER_e0cc987e4c,IN-MU,Museum/Attraction,M-3,False,0.633,0.249,0,0.31,ACQ01
MER_e75114df22,IN-QA,Hotels,M-2,True,0.605,0.633,26,0.289,ACQ06
MER_544708da11,IN-FR,Hotels,M-3,False,0.741,0.542,0,0.262,ACQ06
MER_85c151bab0,IN-QA,Grocery/Retail,M-1,True,0.99,0.857,0,0.02,ACQ02
MER_6cf8e9340d,IN,Hotels,M-3,False,0.653,0.639,0,0.381,ACQ05
MER_b4e03f1bcc,IN-QA,Hotels,M-2,True,0.783,0.896,13,0.282,ACQ03
MER_27c311db1f,IN-MU,Transit,M-2,True,0.574,0.563,19,0.4,ACQ04
MER_2819f80246,IN-NP,Hotels,M-4,True,0.99,0.309,28,0.02,ACQ05
MER_c95ae96853,IN-BT,Grocery/Retail,M-2,True,0.656,0.994,28,0.335,ACQ05
MER_e00870efb8,IN-MU,Museum/Attraction,M-3,False,0.748,0.141,0,0.306,ACQ01
MER_fa84ae0819,IN-NP,Misc Retail,M-3,False,0.774,0.706,0,0.2,ACQ01
MER_2c22a2efbc,IN,Hotels,M-2,True,0.712,0.858,17,0.349,ACQ02
MER_17d780a8f7,IN-NP,Hotels,M-4,True,0.99,0.894,23,0.02,ACQ05
MER_35c7fc1941,IN-MU,Grocery/Retail,M-4,True,0.79,0.635,35,0.096,ACQ01
MER_477c80a525,IN-QA,Hotels,M-2,True,0.776,0.552,1,0.243,ACQ06
MER_d4cdc1b501,IN-FR,Hotels,M-4,True,0.959,0.546,7,0.02,ACQ02
MER_20f65d093e,IN-QA,Hotels,M-1,True,0.867,0.495,0,0.193,ACQ04
MER_d4b6d187b3,IN-LK,Transit,M-3,False,0.716,0.798,0,0.283,ACQ05
MER_96850f4c9a,IN-SG,Hotels,M-2,True,0.825,0.26,18,0.205,ACQ06
MER_0f64f68db0,IN-LK,Hotels,M-2,True,0.74,0.544,30,0.237,ACQ02
MER_fe9736d1dd,IN-FR,Misc Retail,M-1,True,0.915,0.79,1,0.071,ACQ04
MER_96d2662fe8,IN,Hotels,M-2,True,0.663,0.552,20,0.248,ACQ03
MER_3ec2b30985,IN-MU,Hotels,M-1,True,0.535,0.26,0,0.494,ACQ01
MER_91a2976f8c,IN,Hotels,M-2,True,0.63,0.772,27,0.428,ACQ02
MER_34dba93f1c,IN-LK,Hotels,M-3,False,0.711,0.976,0,0.366,ACQ05
MER_375ecaab56,IN-KH,Hotels,M-3,False,0.842,0.647,0,0.127,ACQ02
MER_c2a86fdbd5,IN-QA,Grocery/Retail,M-3,False,0.808,0.968,0,0.131,ACQ03
MER_e425431c4a,IN-AE,Transport/Taxi,M-3,False,0.426,0.664,0,0.581,ACQ03
MER_5d81484b20,IN-BT,Hotels,M-2,True,0.742,0.18,15,0.274,ACQ05
MER_dcb61eebf3,IN-MU,Hotels,M-3,False,0.182,0.702,0,0.6,ACQ02
MER_71a53aed5c,IN-FR,Hotels,M-2,True,0.717,0.873,6,0.253,ACQ05
MER_55ac494ea8,IN-NP,Gift/Souvenir,M-3,False,0.496,0.222,0,0.552,ACQ02
MER_4fcb10aaac,IN-MU,Gift/Souvenir,M-1,True,0.72,0.833,0,0.315,ACQ06
MER_f1b6f764bf,IN,Dept Store,M-1,True,0.789,0.796,0,0.077,ACQ03
MER_8b0eef1349,IN-KH,Gift/Souvenir,M-1,True,0.663,0.107,0,0.294,ACQ05
MER_b3011dd508,IN-NP,Hotels,M-3,False,0.806,0.453,0,0.185,ACQ03
MER_ee5c734932,IN-NP,Hotels,M-1,True,0.686,0.583,0,0.383,ACQ05
MER_07d58c7dec,IN-MU,Transit,M-1,True,0.796,0.845,13,0.199,ACQ06
MER_7302d63482,IN-SG,Hotels,M-2,True,0.764,0.172,25,0.34,ACQ02
MER_f794c4b9a2,IN-FR,Hotels,M-4,True,0.983,0.452,24,0.037,ACQ05
MER_dc71313d57,IN-NP,Grocery/Retail,M-2,True,0.706,0.722,14,0.335,ACQ01
MER_fa78af7f7a,IN-AE,Hotels,M-2,True,0.719,0.933,12,0.294,ACQ06
MER_2eb4339854,IN-FR,Transport/Taxi,M-2,True,0.619,0.461,8,0.381,ACQ05
MER_3a4a0033b5,IN-BT,Hotels,M-1,True,0.659,0.733,0,0.331,ACQ06
MER_cbb12e51f9,IN-SG,Hotels,M-2,True,0.513,0.922,17,0.456,ACQ01
MER_91543bdc31,IN-SG,Hotels,M-2,True,0.485,0.458,24,0.491,ACQ04
MER_2ac306c7c4,IN-QA,Hotels,M-4,True,0.99,0.535,22,0.02,ACQ06
MER_b66d019c06,IN-BT,Hotels,M-2,True,0.6,0.421,25,0.39,ACQ06
