user_id,journey_type,source_country,onboarding_channel,traveller_type,device,date,trip_days,onboarding_status,onboarding_duration_sec,kyc_verification_status,kyc_verification_duration_sec,wallet_funding_status,wallet_funding_duration_sec,payment_p2m_status,payment_p2m_duration_sec,authentication_status,authentication_duration_sec,exit_refund_status,exit_refund_duration_sec,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,cohort_week,attempt_number,is_repeat,attempt_id
IN-00324,inbound,USA,Authorized Issuer App,Tourist,Android,2026-05-15,10,success,23.1,drop_technical_fail,20.5,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,43.6,2026-W20,1,False,IN-00324-A1
IN-00325,inbound,UAE,Authorized Issuer App,Tourist,Android,2026-07-03,7,success,23.4,success,37.8,success,5.2,success,33.9,success,4.5,success,20.1,converted,,,,124.9,2026-W27,1,False,IN-00325-A1
IN-00326,inbound,Singapore,Airport Kiosk,Tourist,Android,2026-06-12,5,success,24.3,success,26.5,success,3.5,success,25.3,success,23.6,success,22.9,converted,,,,126.1,2026-W24,1,False,IN-00326-A1
IN-00327,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-05-14,3,success,21.2,success,19.9,drop_technical_fail,27.8,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),68.9,2026-W20,1,False,IN-00327-A1
IN-00328,inbound,Bhutan,Hotel Partner Onboarding,Tourist,iOS,2026-05-01,3,success,95.1,drop_user_abandon,73.3,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,168.4,2026-W18,1,False,IN-00328-A1
IN-00329,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-07-05,5,drop_technical_fail,40.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,40.5,2026-W27,1,False,IN-00329-A1
IN-00330,inbound,UK,Airport Kiosk,Business Traveller,iOS,2026-06-19,10,success,23.5,success,23.0,success,15.4,success,5.9,success,24.4,success,14.8,converted,,,,107.0,2026-W25,1,False,IN-00330-A1
IN-00331,inbound,UK,Airport Kiosk,Tourist,Android,2026-06-14,7,drop_business_decline,15.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,15.5,2026-W24,1,False,IN-00331-A1
IN-00332,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-05-17,14,success,5.3,success,8.9,success,2.4,success,12.4,success,5.3,success,28.8,converted,,,,63.1,2026-W20,1,False,IN-00332-A1
IN-00333,inbound,Sri Lanka,Authorized Issuer App,Tourist,iOS,2026-07-07,5,success,4.9,success,37.7,drop_user_abandon,36.7,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,79.3,2026-W28,1,False,IN-00333-A1
IN-00334,inbound,France,Hotel Partner Onboarding,Tourist,Android,2026-07-02,10,success,14.5,success,12.9,success,57.7,success,11.2,success,10.0,success,36.8,converted,,,,143.1,2026-W27,1,False,IN-00334-A1
IN-00335,inbound,USA,Hotel Partner Onboarding,Tourist,Android,2026-05-10,5,success,68.6,success,46.8,success,9.0,success,21.2,success,8.1,success,18.9,converted,,,,172.6,2026-W19,1,False,IN-00335-A1
IN-00336,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-06-20,7,drop_business_decline,42.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,42.9,2026-W25,1,False,IN-00336-A1
IN-00337,inbound,Bhutan,Authorized Issuer App,Business Traveller,Android,2026-06-14,14,success,9.9,success,20.4,success,12.2,success,4.0,success,4.0,success,20.4,converted,,,,70.9,2026-W24,1,False,IN-00337-A1
IN-00338,inbound,Australia,Airport Kiosk,NRI,Android,2026-05-19,3,success,22.0,drop_user_abandon,61.4,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,83.4,2026-W21,1,False,IN-00338-A1
IN-00339,inbound,Mauritius,Airport Kiosk,Business Traveller,Android,2026-06-15,5,drop_technical_fail,32.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,32.0,2026-W25,1,False,IN-00339-A1
IN-00340,inbound,France,Airport Kiosk,Business Traveller,Android,2026-07-02,5,success,9.2,success,29.7,success,11.3,success,9.8,success,14.9,drop_technical_fail,27.7,dropped,exit_refund,technical_fail,Refund automation failed to trigger on trip-end,102.6,2026-W27,1,False,IN-00340-A1
IN-00341,inbound,UAE,Hotel Partner Onboarding,Tourist,iOS,2026-06-29,14,drop_technical_fail,22.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,22.0,2026-W27,1,False,IN-00341-A1
IN-00342,inbound,UK,Airport Kiosk,Tourist,Android,2026-06-28,7,success,28.6,success,42.5,drop_technical_fail,36.2,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),107.3,2026-W26,1,False,IN-00342-A1
IN-00343,inbound,Australia,Airport Kiosk,Tourist,Android,2026-07-07,10,success,46.1,success,67.0,success,27.7,success,10.4,success,3.1,success,16.0,converted,,,,170.3,2026-W28,1,False,IN-00343-A1
IN-00344,inbound,Nepal,Airport Kiosk,Tourist,Android,2026-05-27,7,success,8.5,success,23.8,success,11.9,success,10.2,success,4.9,success,94.2,converted,,,,153.5,2026-W22,1,False,IN-00344-A1
IN-00345,inbound,UK,Authorized Issuer App,Tourist,Android,2026-06-09,3,success,22.9,drop_user_abandon,34.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,57.6,2026-W24,1,False,IN-00345-A1
IN-00346,inbound,Mauritius,Airport Kiosk,NRI,iOS,2026-06-06,3,success,32.9,drop_business_decline,28.3,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,61.2,2026-W23,1,False,IN-00346-A1
IN-00347,inbound,Bhutan,Authorized Issuer App,Business Traveller,Android,2026-06-01,5,success,30.9,success,20.3,drop_user_abandon,13.2,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,64.4,2026-W23,1,False,IN-00347-A1
IN-00348,inbound,Nepal,Airport Kiosk,Tourist,iOS,2026-07-09,3,success,83.0,success,82.7,success,29.5,success,12.2,success,13.1,success,20.5,converted,,,,241.0,2026-W28,1,False,IN-00348-A1
IN-00349,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-05-27,7,success,37.2,success,14.9,drop_user_abandon,7.8,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,59.9,2026-W22,1,False,IN-00349-A1
IN-00350,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-06-15,10,success,7.5,success,58.6,success,22.2,drop_business_decline,8.2,not_reached,,not_reached,,dropped,payment_p2m,business_decline,Merchant category not enabled,96.5,2026-W25,1,False,IN-00350-A1
IN-00351,inbound,France,Authorized Issuer App,NRI,Android,2026-05-06,7,success,35.4,drop_technical_fail,10.2,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,45.6,2026-W19,1,False,IN-00351-A1
IN-00352,inbound,UAE,Authorized Issuer App,NRI,Android,2026-05-26,3,success,99.3,success,28.8,success,16.9,success,17.6,success,23.1,success,25.2,converted,,,,210.9,2026-W22,1,False,IN-00352-A1
IN-00353,inbound,Sri Lanka,Authorized Issuer App,Business Traveller,Android,2026-07-25,7,drop_user_abandon,50.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,50.1,2026-W30,1,False,IN-00353-A1
IN-00354,inbound,Nepal,Authorized Issuer App,NRI,Android,2026-07-14,5,success,19.4,drop_business_decline,21.1,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,40.5,2026-W29,1,False,IN-00354-A1
IN-00355,inbound,USA,Airport Kiosk,NRI,Android,2026-06-05,5,drop_business_decline,7.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,7.6,2026-W23,1,False,IN-00355-A1
IN-00356,inbound,UK,Authorized Issuer App,Tourist,iOS,2026-07-07,5,success,38.2,success,14.9,success,15.1,success,29.1,success,16.4,success,35.1,converted,,,,148.8,2026-W28,1,False,IN-00356-A1
IN-00357,inbound,UAE,Authorized Issuer App,Student,Android,2026-06-11,14,success,65.7,success,79.6,drop_technical_fail,33.3,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),178.6,2026-W24,1,False,IN-00357-A1
IN-00358,inbound,USA,Airport Kiosk,Business Traveller,Android,2026-05-28,14,success,31.1,drop_business_decline,8.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,39.8,2026-W22,1,False,IN-00358-A1
IN-00359,inbound,Sri Lanka,Authorized Issuer App,Tourist,iOS,2026-05-07,10,success,17.1,drop_user_abandon,62.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,79.8,2026-W19,1,False,IN-00359-A1
IN-00360,inbound,Australia,Authorized Issuer App,Tourist,iOS,2026-07-14,21,drop_technical_fail,36.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,36.7,2026-W29,1,False,IN-00360-A1
IN-00361,inbound,UK,Authorized Issuer App,NRI,Android,2026-05-25,21,success,37.2,success,40.8,success,75.6,success,5.4,success,17.4,success,10.4,converted,,,,186.8,2026-W22,1,False,IN-00361-A1
IN-00362,inbound,Nepal,Hotel Partner Onboarding,Tourist,Android,2026-05-02,14,success,2.4,drop_user_abandon,33.1,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,35.5,2026-W18,1,False,IN-00362-A1
IN-00363,inbound,Australia,Airport Kiosk,NRI,iOS,2026-06-25,10,drop_technical_fail,13.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,13.2,2026-W26,1,False,IN-00363-A1
IN-00364,inbound,Mauritius,Airport Kiosk,Business Traveller,Android,2026-07-04,5,drop_technical_fail,44.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,44.4,2026-W27,1,False,IN-00364-A1
IN-00365,inbound,Bhutan,Airport Kiosk,Tourist,Android,2026-05-28,3,success,7.4,success,112.1,success,15.2,success,4.8,success,10.6,success,84.0,converted,,,,234.1,2026-W22,1,False,IN-00365-A1
IN-00366,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-05-06,14,success,21.0,success,10.2,success,16.3,success,16.1,drop_technical_fail,1.7,not_reached,,dropped,authentication,technical_fail,PIN reset failed - no Indian mobile number for OTP,65.3,2026-W19,1,False,IN-00366-A1
IN-00367,inbound,USA,Airport Kiosk,Tourist,Android,2026-06-18,3,drop_business_decline,4.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,4.4,2026-W25,1,False,IN-00367-A1
IN-00368,inbound,Nepal,Airport Kiosk,Tourist,Android,2026-07-20,10,success,12.0,success,49.3,success,29.2,success,39.4,success,13.3,success,44.6,converted,,,,187.8,2026-W30,1,False,IN-00368-A1
IN-00369,inbound,UAE,Airport Kiosk,NRI,iOS,2026-06-16,7,success,19.1,success,2.5,success,6.9,success,1.3,success,8.4,success,17.2,converted,,,,55.4,2026-W25,1,False,IN-00369-A1
IN-00370,inbound,UK,Authorized Issuer App,Business Traveller,iOS,2026-06-30,5,drop_technical_fail,23.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,23.2,2026-W27,1,False,IN-00370-A1
IN-00371,inbound,Sri Lanka,Authorized Issuer App,NRI,iOS,2026-06-23,14,drop_business_decline,57.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,57.6,2026-W26,1,False,IN-00371-A1
IN-00372,inbound,Nepal,Authorized Issuer App,Tourist,iOS,2026-07-10,5,drop_user_abandon,34.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,34.9,2026-W28,1,False,IN-00372-A1
IN-00373,inbound,Bhutan,Authorized Issuer App,Tourist,Android,2026-05-18,5,success,37.9,success,33.9,success,31.5,success,10.1,success,5.2,success,7.1,converted,,,,125.7,2026-W21,1,False,IN-00373-A1
IN-00374,inbound,USA,Authorized Issuer App,Tourist,iOS,2026-07-28,10,success,70.0,success,55.0,success,14.5,success,5.8,success,23.5,success,15.5,converted,,,,184.3,2026-W31,1,False,IN-00374-A1
IN-00375,inbound,Sri Lanka,Airport Kiosk,Tourist,Android,2026-06-23,7,drop_business_decline,48.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,48.1,2026-W26,1,False,IN-00375-A1
IN-00376,inbound,Sri Lanka,Authorized Issuer App,Tourist,iOS,2026-07-07,10,success,19.0,drop_user_abandon,24.6,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,43.6,2026-W28,1,False,IN-00376-A1
IN-00377,inbound,Singapore,Authorized Issuer App,Tourist,iOS,2026-05-09,7,success,73.8,success,10.5,success,11.3,success,8.7,success,14.0,success,82.7,converted,,,,201.0,2026-W19,1,False,IN-00377-A1
IN-00378,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-05-19,7,success,74.8,success,42.6,success,78.8,success,14.3,success,20.1,drop_user_abandon,5.8,dropped,exit_refund,user_abandon,Did not complete self-service wallet closure,236.4,2026-W21,1,False,IN-00378-A1
IN-00379,inbound,Mauritius,Hotel Partner Onboarding,Tourist,Android,2026-06-22,5,drop_user_abandon,95.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,95.5,2026-W26,1,False,IN-00379-A1
IN-00380,inbound,Mauritius,Authorized Issuer App,Tourist,Android,2026-05-18,7,drop_business_decline,20.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,20.7,2026-W21,1,False,IN-00380-A1
IN-00381,inbound,Singapore,Hotel Partner Onboarding,Business Traveller,iOS,2026-06-26,5,drop_technical_fail,28.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,28.0,2026-W26,1,False,IN-00381-A1
IN-00382,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-06-05,7,success,15.7,success,14.9,success,6.1,success,8.7,success,5.1,success,30.9,converted,,,,81.4,2026-W23,1,False,IN-00382-A1
IN-00383,inbound,Sri Lanka,Authorized Issuer App,Tourist,Android,2026-07-29,5,drop_business_decline,73.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,73.0,2026-W31,1,False,IN-00383-A1
IN-00384,inbound,Nepal,Authorized Issuer App,Tourist,iOS,2026-06-09,14,success,69.2,success,24.2,success,4.8,drop_user_abandon,18.8,not_reached,,not_reached,,dropped,payment_p2m,user_abandon,"App not localized, hesitated at checkout",117.0,2026-W24,1,False,IN-00384-A1
IN-00385,inbound,Singapore,Hotel Partner Onboarding,Business Traveller,iOS,2026-07-10,7,success,20.8,success,17.7,drop_user_abandon,7.4,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,45.9,2026-W28,1,False,IN-00385-A1
IN-00386,inbound,Australia,Authorized Issuer App,NRI,Android,2026-05-22,10,success,21.8,success,16.7,drop_business_decline,3.8,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,42.3,2026-W21,1,False,IN-00386-A1
IN-00387,inbound,Australia,Airport Kiosk,Business Traveller,iOS,2026-06-23,21,success,22.2,success,71.2,success,33.6,success,1.1,success,25.0,success,37.8,converted,,,,190.9,2026-W26,1,False,IN-00387-A1
IN-00388,inbound,France,Hotel Partner Onboarding,Student,iOS,2026-07-18,14,success,42.2,drop_user_abandon,28.9,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,71.1,2026-W29,1,False,IN-00388-A1
IN-00389,inbound,USA,Authorized Issuer App,Business Traveller,iOS,2026-05-08,10,success,17.3,success,107.3,success,16.0,success,2.1,success,4.2,success,16.0,converted,,,,162.9,2026-W19,1,False,IN-00389-A1
IN-00390,inbound,USA,Hotel Partner Onboarding,NRI,iOS,2026-07-28,5,drop_business_decline,13.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,13.0,2026-W31,1,False,IN-00390-A1
IN-00391,inbound,Singapore,Airport Kiosk,Business Traveller,iOS,2026-05-05,10,success,58.3,success,13.2,success,34.8,success,1.9,drop_technical_fail,10.6,not_reached,,dropped,authentication,technical_fail,PIN reset failed - no Indian mobile number for OTP,118.8,2026-W19,1,False,IN-00391-A1
IN-00392,inbound,Bhutan,Authorized Issuer App,NRI,Android,2026-05-04,7,success,22.7,success,76.7,success,22.1,success,10.3,success,23.1,success,44.4,converted,,,,199.3,2026-W19,1,False,IN-00392-A1
IN-00393,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-05-27,5,drop_business_decline,20.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,20.2,2026-W22,1,False,IN-00393-A1
IN-00394,inbound,France,Hotel Partner Onboarding,Student,iOS,2026-05-22,5,drop_user_abandon,49.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,49.5,2026-W21,1,False,IN-00394-A1
IN-00395,inbound,Sri Lanka,Hotel Partner Onboarding,Tourist,Android,2026-06-10,7,success,82.0,success,26.9,success,12.8,success,11.1,success,12.6,success,44.7,converted,,,,190.1,2026-W24,1,False,IN-00395-A1
IN-00396,inbound,USA,Authorized Issuer App,NRI,Android,2026-06-11,21,success,36.1,success,26.8,success,14.2,success,6.6,success,21.4,success,37.7,converted,,,,142.8,2026-W24,1,False,IN-00396-A1
IN-00397,inbound,Nepal,Authorized Issuer App,Business Traveller,iOS,2026-07-28,7,success,90.6,success,65.4,success,8.2,success,7.7,success,26.6,success,19.2,converted,,,,217.7,2026-W31,1,False,IN-00397-A1
IN-00398,inbound,Australia,Airport Kiosk,Tourist,iOS,2026-06-06,5,drop_technical_fail,19.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,19.6,2026-W23,1,False,IN-00398-A1
IN-00399,inbound,USA,Authorized Issuer App,Business Traveller,Android,2026-06-09,10,drop_user_abandon,20.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,20.1,2026-W24,1,False,IN-00399-A1
IN-00400,inbound,Bhutan,Airport Kiosk,Tourist,iOS,2026-05-20,7,drop_technical_fail,22.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,22.9,2026-W21,1,False,IN-00400-A1
IN-00401,inbound,Mauritius,Hotel Partner Onboarding,Tourist,Android,2026-07-08,10,success,17.3,success,48.4,success,40.6,success,21.2,drop_business_decline,7.8,not_reached,,dropped,authentication,business_decline,Risk engine blocked as anomalous,135.3,2026-W28,1,False,IN-00401-A1
IN-00402,inbound,UAE,Airport Kiosk,Business Traveller,Android,2026-07-13,5,drop_business_decline,49.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,49.4,2026-W29,1,False,IN-00402-A1
IN-00403,inbound,France,Hotel Partner Onboarding,NRI,iOS,2026-06-10,3,success,31.4,success,55.7,success,18.9,success,27.7,drop_business_decline,19.8,not_reached,,dropped,authentication,business_decline,Risk engine blocked as anomalous,153.5,2026-W24,1,False,IN-00403-A1
IN-00404,inbound,France,Authorized Issuer App,Business Traveller,Android,2026-05-26,5,success,11.7,drop_user_abandon,84.6,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,96.3,2026-W22,1,False,IN-00404-A1
IN-00405,inbound,USA,Hotel Partner Onboarding,Business Traveller,iOS,2026-06-18,21,success,42.8,success,30.1,success,41.8,success,10.8,success,3.5,success,27.6,converted,,,,156.6,2026-W25,1,False,IN-00405-A1
IN-00406,inbound,UK,Hotel Partner Onboarding,Tourist,iOS,2026-06-23,3,success,87.8,drop_user_abandon,53.0,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,140.8,2026-W26,1,False,IN-00406-A1
IN-00407,inbound,USA,Hotel Partner Onboarding,Tourist,Android,2026-05-20,7,success,40.5,drop_business_decline,13.1,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,53.6,2026-W21,1,False,IN-00407-A1
IN-00408,inbound,France,Authorized Issuer App,NRI,iOS,2026-05-08,7,success,33.5,success,78.4,success,11.9,success,2.1,success,8.2,success,20.7,converted,,,,154.8,2026-W19,1,False,IN-00408-A1
IN-00409,inbound,Australia,Authorized Issuer App,NRI,Android,2026-05-31,7,success,30.7,success,28.9,drop_user_abandon,19.1,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,78.7,2026-W22,1,False,IN-00409-A1
IN-00410,inbound,Nepal,Airport Kiosk,Student,iOS,2026-06-17,21,success,10.5,success,64.8,success,11.3,success,11.9,success,19.9,success,51.5,converted,,,,169.9,2026-W25,1,False,IN-00410-A1
IN-00411,inbound,Singapore,Airport Kiosk,NRI,iOS,2026-05-08,7,success,4.1,success,27.9,success,4.0,success,5.3,success,5.5,success,31.9,converted,,,,78.7,2026-W19,1,False,IN-00411-A1
IN-00412,inbound,France,Authorized Issuer App,Tourist,Android,2026-07-14,10,drop_business_decline,23.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,23.0,2026-W29,1,False,IN-00412-A1
IN-00413,inbound,Mauritius,Authorized Issuer App,NRI,Android,2026-06-26,3,success,31.5,success,2.4,success,10.2,success,6.4,success,1.0,success,24.3,converted,,,,75.8,2026-W26,1,False,IN-00413-A1
IN-00414,inbound,Australia,Authorized Issuer App,Business Traveller,iOS,2026-05-31,3,drop_business_decline,17.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,17.8,2026-W22,1,False,IN-00414-A1
IN-00415,inbound,UK,Authorized Issuer App,Tourist,iOS,2026-05-11,5,success,4.2,success,7.8,success,8.1,success,1.4,success,7.6,success,46.0,converted,,,,75.1,2026-W20,1,False,IN-00415-A1
IN-00416,inbound,Singapore,Authorized Issuer App,Tourist,iOS,2026-07-23,3,success,33.6,success,42.0,success,12.4,success,12.7,success,8.6,success,38.0,converted,,,,147.3,2026-W30,1,False,IN-00416-A1
IN-00417,inbound,Sri Lanka,Authorized Issuer App,Tourist,iOS,2026-07-14,3,drop_user_abandon,27.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,27.5,2026-W29,1,False,IN-00417-A1
IN-00418,inbound,France,Hotel Partner Onboarding,Tourist,Android,2026-06-27,14,success,12.0,drop_user_abandon,113.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,125.7,2026-W26,1,False,IN-00418-A1
IN-00419,inbound,Bhutan,Airport Kiosk,NRI,iOS,2026-05-31,21,drop_business_decline,22.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,22.4,2026-W22,1,False,IN-00419-A1
IN-00420,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-06-24,7,success,35.3,drop_user_abandon,19.2,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,54.5,2026-W26,1,False,IN-00420-A1
IN-00421,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-05-11,3,success,32.3,success,59.1,drop_technical_fail,13.9,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),105.3,2026-W20,1,False,IN-00421-A1
IN-00422,inbound,USA,Authorized Issuer App,Business Traveller,Android,2026-07-27,7,success,33.6,success,17.0,success,9.1,success,10.8,success,8.6,drop_user_abandon,8.3,dropped,exit_refund,user_abandon,Did not complete self-service wallet closure,87.4,2026-W31,1,False,IN-00422-A1
IN-00423,inbound,Bhutan,Authorized Issuer App,NRI,Android,2026-05-08,21,drop_user_abandon,46.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,46.1,2026-W19,1,False,IN-00423-A1
IN-00424,inbound,Singapore,Authorized Issuer App,Tourist,iOS,2026-05-21,3,success,17.5,success,58.1,success,24.6,success,9.0,drop_user_abandon,27.2,not_reached,,dropped,authentication,user_abandon,PIN format mismatch with home-market expectations,136.4,2026-W21,1,False,IN-00424-A1
IN-00425,inbound,Australia,Airport Kiosk,NRI,Android,2026-07-19,7,drop_user_abandon,78.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,78.3,2026-W29,1,False,IN-00425-A1
IN-00426,inbound,UK,Hotel Partner Onboarding,Business Traveller,iOS,2026-06-20,5,success,22.9,success,40.9,success,5.1,success,11.1,success,2.5,drop_business_decline,44.0,dropped,exit_refund,business_decline,FEMA refund rule required manual review,126.5,2026-W25,1,False,IN-00426-A1
IN-00427,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-07-12,10,drop_user_abandon,16.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,16.3,2026-W28,1,False,IN-00427-A1
IN-00428,inbound,Australia,Authorized Issuer App,Tourist,iOS,2026-07-06,7,drop_user_abandon,33.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,33.6,2026-W28,1,False,IN-00428-A1
IN-00429,inbound,Singapore,Hotel Partner Onboarding,Tourist,iOS,2026-06-02,10,success,84.5,success,5.3,drop_business_decline,31.0,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,120.8,2026-W23,1,False,IN-00429-A1
IN-00430,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-05-23,7,success,71.2,drop_technical_fail,6.8,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,78.0,2026-W21,1,False,IN-00430-A1
