merchant_id,country,mcc_code,merchant_tier,acquirer_partner_id,terminal_type,qr_format,cross_border_enabled_date,staff_readiness_true,footfall_index,merchant_cohort_true
M_64a013d1cf,FOREIGN,5411,T1,ACQ_04,DYNAMIC_QR,EMVCo,2026-03-25,0.584,6.56,M-4
M_954a6e8b80,FOREIGN,5310,T2,ACQ_05,STATIC_QR,EMVCo,,0.805,1.23,M-3
M_032a8b7911,FOREIGN,5812,T2,ACQ_03,POS,PROPRIETARY,,0.849,0.84,M-3
M_ace4c0151d,FOREIGN,4111,T1,ACQ_05,DYNAMIC_QR,PROPRIETARY,2026-07-31,0.763,1.8,M-1
M_d85cb4aa2e,FOREIGN,5944,T3,ACQ_03,POS,EMVCo,2024-09-10,0.535,1.62,M-1
M_327c7e2a49,FOREIGN,5411,T2,ACQ_05,STATIC_QR,EMVCo,2025-09-20,0.918,1.21,M-1
M_611387df59,IN,5310,T2,ACQ_05,STATIC_QR,PROPRIETARY,,0.939,0.44,M-3
M_ff66960885,IN,7991,T3,ACQ_03,DYNAMIC_QR,EMVCo,2026-01-19,0.477,1.0,M-4
M_e8fc291ea4,FOREIGN,8220,T3,ACQ_06,DYNAMIC_QR,EMVCo,2025-12-26,0.846,0.85,M-5
M_5d16f88e02,FOREIGN,4111,T3,ACQ_07,ECOM_SDK,EMVCo,2024-08-21,0.762,3.34,M-5
M_ce62d77d19,FOREIGN,4111,T2,ACQ_06,STATIC_QR,EMVCo,2025-10-25,0.298,0.71,M-2
M_eaa9e19abb,FOREIGN,8220,T2,ACQ_07,ECOM_SDK,EMVCo,2026-03-17,0.982,2.16,M-1
M_19b8629187,FOREIGN,5309,T2,ACQ_01,DYNAMIC_QR,EMVCo,,0.677,3.11,M-3
M_45da20e5cd,FOREIGN,5411,T2,ACQ_06,DYNAMIC_QR,EMVCo,2024-09-22,0.875,2.24,M-5
M_cd0e3136a7,IN,5999,T1,ACQ_07,POS,EMVCo,2025-07-11,0.522,2.97,M-1
M_bf7f01beb0,FOREIGN,5411,T2,ACQ_03,STATIC_QR,PROPRIETARY,2025-12-18,0.869,2.05,M-5
M_10744b3b60,FOREIGN,5411,T1,ACQ_04,STATIC_QR,EMVCo,,0.756,1.62,M-3
M_92ba914e9e,FOREIGN,5411,T3,ACQ_06,POS,EMVCo,2026-04-04,0.783,3.12,M-5
M_0afb575c8b,IN,8062,T1,ACQ_03,STATIC_QR,EMVCo,2026-01-10,0.866,2.76,M-4
M_975c4d25ab,FOREIGN,5411,T1,ACQ_03,STATIC_QR,PROPRIETARY,2025-01-02,0.853,4.95,M-1
M_1ca1517f0f,FOREIGN,8099,T3,ACQ_01,POS,EMVCo,2026-01-22,0.789,7.64,M-1
M_bae921143d,FOREIGN,8220,T3,ACQ_06,POS,EMVCo,2026-03-07,0.623,4.0,M-4
M_6586a85515,FOREIGN,5944,T3,ACQ_06,STATIC_QR,EMVCo,,0.708,4.27,M-3
M_ddee23cdf7,FOREIGN,5999,T3,ACQ_01,POS,EMVCo,2025-05-19,0.751,6.36,M-4
M_542445d4dc,IN,8062,T3,ACQ_07,POS,EMVCo,2025-02-02,0.765,5.82,M-1
M_e050ea9389,FOREIGN,5944,T2,ACQ_05,DYNAMIC_QR,EMVCo,2026-06-15,0.588,0.87,M-1
M_dd33a4c313,IN,5309,T1,ACQ_08,POS,EMVCo,2025-12-21,0.273,5.88,M-2
M_0debc15c19,FOREIGN,7991,T2,ACQ_04,DYNAMIC_QR,EMVCo,2026-01-27,0.682,3.76,M-1
M_107239421a,IN,7011,T3,ACQ_07,DYNAMIC_QR,PROPRIETARY,2025-08-13,0.605,1.55,M-1
M_c1c9676729,IN,5944,T2,ACQ_07,DYNAMIC_QR,EMVCo,2024-09-01,0.828,1.8,M-4
M_d53a5d8d6d,FOREIGN,7011,T2,ACQ_04,POS,PROPRIETARY,,0.518,3.02,M-3
M_69fd43e466,FOREIGN,5300,T2,ACQ_07,DYNAMIC_QR,EMVCo,,0.926,10.18,M-3
M_a6ebbce0ac,FOREIGN,5812,T2,ACQ_03,DYNAMIC_QR,EMVCo,,0.573,2.07,M-3
M_7c76c0e9b3,FOREIGN,7991,T3,ACQ_01,DYNAMIC_QR,EMVCo,2025-07-08,0.15,7.06,M-2
M_6c5af1364e,FOREIGN,5300,T2,ACQ_06,STATIC_QR,EMVCo,2025-06-21,0.411,7.98,M-1
M_8f08b6df54,FOREIGN,8099,T1,ACQ_04,DYNAMIC_QR,PROPRIETARY,2026-02-09,0.51,1.61,M-1
M_156f6c28b2,FOREIGN,5999,T1,ACQ_01,POS,EMVCo,2025-07-07,0.801,1.32,M-1
M_885671ba55,FOREIGN,8062,T2,ACQ_08,STATIC_QR,EMVCo,2026-04-20,0.649,4.41,M-4
M_408ce570ef,IN,5411,T3,ACQ_07,STATIC_QR,EMVCo,,0.956,1.25,M-3
M_f2f7aad8f0,IN,5944,T3,ACQ_03,STATIC_QR,EMVCo,2025-07-02,0.67,1.02,M-5
